"Time Stamp",WR_COMBINED,WR_COMBINED_AVC,"WR_SOLAR ","WR_SOLAR _AVC","WR_WIND ","WR_WIND _AVC",WR-ISTS_COMBINED,WR-ISTS_COMBINED_AVC,"WR-ISTS_SOLAR ","WR-ISTS_SOLAR _AVC","WR-ISTS_WIND ","WR-ISTS_WIND _AVC","Madhya Pradesh_SOLAR ","Madhya Pradesh_SOLAR _AVC","Madhya Pradesh_WIND ","Madhya Pradesh_WIND _AVC","Maharastra_SOLAR ","Maharastra_SOLAR _AVC","Maharastra_WIND ","Maharastra_WIND _AVC","Gujarat_SOLAR ","Gujarat_SOLAR _AVC","Gujarat_WIND ","Gujarat_WIND _AVC",OKWPL_RE-WIND_WIND,OKWPL_RE-WIND_WIND_AVC,Acme_RUMS-SOLAR_SOLAR,Acme_RUMS-SOLAR_SOLAR_AVC,Arinsun_RUMS-SOLAR_SOLAR,Arinsun_RUMS-SOLAR_SOLAR_AVC,Mahindra_RUMS-SOLAR_SOLAR,Mahindra_RUMS-SOLAR_SOLAR_AVC,RPL_SECI-II_RE-WIND_WIND,RPL_SECI-II_RE-WIND_WIND_AVC,GIWEL_SECI-II_RE-WIND_WIND,GIWEL_SECI-II_RE-WIND_WIND_AVC,IWISL-WIND_WIND,IWISL-WIND_WIND_AVC,GIWEL_SECI-III_RE-WIND_WIND,GIWEL_SECI-III_RE-WIND_WIND_AVC,AGEMPL-WIND_WIND,AGEMPL-WIND_WIND_AVC
00:00,4513.81,20687.3,0,5857,4513.81,14829.3,273.29,2037.3,0,750,273.29,1287.3,0,1510,1967.23,2414,0,1355,1257.21,4895,0,2243,1016.08,6233,37.2916266,250.00,0,250.00,0,250.00,0,250.00,41.03280112349999,184.50,35.588612896,250.00,22.637231037,200.00,37.293048488,300.30,36.177989689,176.00
00:15,4545.12,20687.3,0,5857,4545.12,14829.3,266.88,2037.3,0,750,266.88,1287.3,0,1510,2007.24,2414,0,1355,1258.79,4895,0,2243,1012.21,6233,38.686062931,250.00,0,250.00,0,250.00,0,250.00,40.5841813645,184.50,35.201627496,250.00,21.523352027,200.00,36.976061984,300.30,34.182771679,176.00
00:30,4575.41,20687.3,0,5857,4575.41,14829.3,262.47,2037.3,0,750,262.47,1287.3,0,1510,2038.1,2414,0,1355,1258.79,4895,0,2243,1016.05,6233,40.285731608,250.00,0,250.00,0,250.00,0,250.00,39.7486052845,184.50,34.957738146000004,250.00,20.387103919999998,200.00,37.151351724,300.30,31.968617556999998,176.00
00:45,4593.5199999999995,20687.3,0,5857,4593.5199999999995,14829.3,259.11,2037.3,0,750,259.11,1287.3,0,1510,2071.52,2414,0,1355,1259.88,4895,0,2243,1003.01,6233,42.670527331,250.00,0,250.00,0,250.00,0,250.00,38.5096628495,184.50,34.75169279,250.00,19.604940746,200.00,37.301191376,300.30,31.169807605,176.00
01:00,4602.490000000001,20687.3,0,5857,4602.490000000001,14829.3,258.72,2037.3,0,750,258.72,1287.3,0,1510,2092.75,2414,0,1355,1257.96,4895,0,2243,993.06,6233,45.643716401,250.00,0,250.00,0,250.00,0,250.00,37.321861706,184.50,34.673296347,250.00,18.868986508,200.00,39.764798487,300.30,30.037315834,176.00
01:15,4632.5599999999995,20687.3,0,5857,4632.5599999999995,14829.3,262.32,2037.3,0,750,262.32,1287.3,0,1510,2119.74,2414,0,1355,1260.31,4895,0,2243,990.19,6233,47.45186764499999,250.00,0,250.00,0,250.00,0,250.00,35.804855267,184.50,33.821783526000004,250.00,18.369877966,200.00,41.501667052,300.30,28.728493934,176.00
01:30,4629.210000000001,20687.3,0,5857,4629.210000000001,14829.3,262.35,2037.3,0,750,262.35,1287.3,0,1510,2135.19,2414,0,1355,1261.49,4895,0,2243,970.18,6233,48.59536923,250.00,0,250.00,0,250.00,0,250.00,34.3931408805,184.50,34.530025177999995,250.00,17.893748021,200.00,43.849657535,300.30,27.527277710000003,176.00
01:45,4631.59,20687.3,0,5857,4631.59,14829.3,265.09,2037.3,0,750,265.09,1287.3,0,1510,2142.6,2414,0,1355,1254.44,4895,0,2243,969.46,6233,48.351830241,250.00,0,250.00,0,250.00,0,250.00,33.060921904,184.50,35.053319810000005,250.00,18.246419384,200.00,44.889879797,300.30,26.854668188,176.00
02:00,4609.17,20687.3,0,5857,4609.17,14829.3,266.24,2037.3,0,750,266.24,1287.3,0,1510,2142.45,2414,0,1355,1248.69,4895,0,2243,951.79,6233,47.327428665999996,250.00,0,250.00,0,250.00,0,250.00,32.3750613645,184.50,36.013491985,250.00,18.800730028000004,200.00,45.759500259,300.30,26.807302159,176.00
02:15,4591.450000000001,20687.3,0,5857,4591.450000000001,14829.3,266.51,2037.3,0,750,266.51,1287.3,0,1510,2130.9,2414,0,1355,1242.63,4895,0,2243,951.41,6233,46.59149908,250.00,0,250.00,0,250.00,0,250.00,32.124213102,184.50,37.089416376,250.00,18.763118306,200.00,46.98727056199999,300.30,26.385160714,176.00
02:30,4577.91,20687.3,0,5857,4577.91,14829.3,265.97,2037.3,0,750,265.97,1287.3,0,1510,2114.68,2414,0,1355,1232.89,4895,0,2243,964.37,6233,46.937792465,250.00,0,250.00,0,250.00,0,250.00,33.7898737815,184.50,39.246504157000004,250.00,18.556816842000003,200.00,47.640223746000004,300.30,26.341047566,176.00
02:45,4557.92,20687.3,0,5857,4557.92,14829.3,261.57,2037.3,0,750,261.57,1287.3,0,1510,2106.8,2414,0,1355,1230.28,4895,0,2243,959.27,6233,47.965126372,250.00,0,250.00,0,250.00,0,250.00,34.392250003,184.50,41.976650957000004,250.00,18.292186644,200.00,48.904872448,300.30,26.458356349999995,176.00
